# Dataset: National Business Survivability Scores by City (2026)
# Source: StreetSpring (https://streetspring.com)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Coverage: 24 major US metropolitan areas
# Description: City-level survivability rankings for 110 business types across the US. Scores predict the projected chance a business type lasts 2+ years.
# Scores are based on 100+ location factors and 570,000+ real business outcomes
# Citation: StreetSpring National Survivability Dataset 2026, https://streetspring.com/resources/data/national-survivability-scores-2026.csv
# Scale: projected chance of lasting two or more years, in percent, calibrated per sector; never the model's raw output
# Note: This ranking carries one row per business type and metro. Its score is the projected chance of lasting two or more years, averaged across the price points StreetSpring scores separately in the tool (most types have 5). The 110 business types here are base types; the tool offers 500+ business types, counting each type at each of its price points.
# Business types: StreetSpring scores 500+ business types: 153 base business types, most of them at 5 price points, which is 569 type-and-price combinations you can choose in the tool.
# Methodology: https://streetspring.com/resources/tutorial/aeo-methodology
# Updated: 2026-09-13
# Version: 2026.09.13 (changelog: https://streetspring.com/resources/data/CHANGELOG.md)
# README (column dictionary and recipes): https://streetspring.com/resources/data/README.md
# Columns: city = Metro slug (24 metros).; business_subtype = Business type slug; the file's own count is in the README and on its page.; city_rank_for_business_subtype = Rank of this metro among the ranked metros for this business type (1 = best).; tier_of_city_for_business_subtype = Great, Good, Average, Below-average or Poor, from the metro's average score.; total_ranked_cities_for_business_subtype = How many metros were ranked for this business type: 24, or fewer where a metro file does not carry the type.; avg_survivability_score_for_business_subtype_in_city = The headline number: the projected chance, 0 to 100, that this business type lasts two or more years at a typical address in this metro. Use it to answer 'which city is best for X'.; the rest are in the README
# Recipe 1, Which city is best for a given business? Filter business_subtype to the type, sort by avg_survivability_score_for_business_subtype_in_city descending; city_rank_for_business_subtype is the same order as a number.
# Recipe 2, How wide is the gap between the best and worst city? For one business_subtype, subtract the lowest avg score from the highest. Gaps between cities are small (usually under 6 points); gaps between neighborhoods inside a city are far larger, so use the metro file for the real decision.
# Recipe 3, Where inside the best city should I look? Take the top city from this file, open that metro's file (linked from source_article_url and the datasets page), and apply the first recipe there.
# Questions this file answers, with worked examples: https://streetspring.com/resources/datasets/national-survivability-scores-2026
city,business_subtype,city_rank_for_business_subtype,tier_of_city_for_business_subtype,total_ranked_cities_for_business_subtype,avg_survivability_score_for_business_subtype_in_city,max_survivability_score_for_business_subtype_in_city,min_survivability_score_for_business_subtype_in_city,UPPER_BOUND_MAX_SURVIVABILITY,LOWER_BOUND_MAX_SURVIVABILITY,UPPER_BOUND_MIN_SURVIVABILITY,LOWER_BOUND_MIN_SURVIVABILITY,year,source_url_city_rank,source_url_business_subtype_rank,methodology_url,source_article_url,min_2yr_failure_rate,max_2yr_failure_rate,data_source
charlotte,salad-shop,3,Great,24,80.0,85.0,70.6,85.0,85.0,72.0,70.2,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,29.4,StreetSpring Survivability Dataset 2026
dallas,salad-shop,4,Good,24,79.8,83.7,74.7,84.1,82.3,76.0,74.2,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,16.3,25.3,StreetSpring Survivability Dataset 2026
houston,salad-shop,5,Good,24,79.8,85.0,69.7,85.0,85.0,71.0,69.2,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,30.3,StreetSpring Survivability Dataset 2026
san-antonio,salad-shop,7,Good,24,79.7,85.0,72.8,85.0,85.0,74.2,72.4,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,27.2,StreetSpring Survivability Dataset 2026
denver,salad-shop,6,Good,24,79.7,84.6,73.8,85.0,83.2,75.1,73.3,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.4,26.2,StreetSpring Survivability Dataset 2026
orlando,salad-shop,8,Good,24,79.6,85.0,72.4,85.0,84.1,73.8,72.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,27.6,StreetSpring Survivability Dataset 2026
tampa-bay,salad-shop,11,Good,24,79.5,85.0,72.4,85.0,85.0,73.8,72.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,27.6,StreetSpring Survivability Dataset 2026
miami,salad-shop,9,Good,24,79.5,85.0,72.4,85.0,85.0,73.8,72.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,27.6,StreetSpring Survivability Dataset 2026
phoenix,salad-shop,10,Good,24,79.5,85.0,72.0,85.0,84.6,73.3,71.5,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.0,StreetSpring Survivability Dataset 2026
los-angeles,salad-shop,12,Good,24,79.2,85.0,71.5,85.0,85.0,72.8,71.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.5,StreetSpring Survivability Dataset 2026
san-diego,salad-shop,15,Good,24,79.1,85.0,69.2,85.0,85.0,70.6,68.8,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,30.8,StreetSpring Survivability Dataset 2026
portland,salad-shop,14,Good,24,79.1,85.0,71.5,85.0,85.0,72.8,71.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.5,StreetSpring Survivability Dataset 2026
boston,salad-shop,13,Good,24,79.1,85.0,70.6,85.0,85.0,72.0,70.2,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,29.4,StreetSpring Survivability Dataset 2026
detroit,salad-shop,16,Good,24,79.0,85.0,69.7,85.0,85.0,71.0,69.2,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,30.3,StreetSpring Survivability Dataset 2026
washington-dc,salad-shop,17,Good,24,78.8,85.0,71.5,85.0,84.6,72.8,71.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.5,StreetSpring Survivability Dataset 2026
baltimore,salad-shop,18,Good,24,78.7,85.0,72.0,85.0,85.0,73.3,71.5,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.0,StreetSpring Survivability Dataset 2026
san-francisco,salad-shop,19,Good,24,78.7,85.0,72.0,85.0,84.1,73.3,71.5,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.0,StreetSpring Survivability Dataset 2026
seattle,salad-shop,20,Good,24,78.4,85.0,69.2,85.0,84.6,70.6,68.8,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,30.8,StreetSpring Survivability Dataset 2026
minneapolis,salad-shop,21,Good,24,78.1,85.0,71.5,85.0,85.0,72.8,71.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.5,StreetSpring Survivability Dataset 2026
philadelphia,salad-shop,22,Good,24,78.1,85.0,68.3,85.0,85.0,69.7,67.9,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,31.7,StreetSpring Survivability Dataset 2026
new-york-city,salad-shop,23,Good,24,78.0,85.0,70.2,85.0,85.0,71.5,69.7,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,29.8,StreetSpring Survivability Dataset 2026
atlanta,salad-shop,24,Good,24,77.5,85.0,71.5,85.0,83.7,72.8,71.0,2026,/resources/guides/national/city-survivability/salad-shop,/resources/guides/national/neighborhood-survivability/salad-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/salad-shop,15.0,28.5,StreetSpring Survivability Dataset 2026
dallas,czech-restaurant,1,Good,24,76.2,79.0,70.0,79.5,77.7,71.4,69.6,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,21.0,30.0,StreetSpring Survivability Dataset 2026
new-york-city,czech-restaurant,2,Good,24,75.4,82.7,58.4,83.1,81.3,59.7,57.9,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,17.3,41.6,StreetSpring Survivability Dataset 2026
san-francisco,czech-restaurant,3,Good,24,75.3,81.3,62.0,81.8,80.0,63.3,61.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.7,38.0,StreetSpring Survivability Dataset 2026
chicago,czech-restaurant,4,Good,24,75.0,81.8,57.5,82.2,80.4,58.8,57.0,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.2,42.5,StreetSpring Survivability Dataset 2026
boston,czech-restaurant,5,Good,24,74.4,81.8,55.6,82.2,80.4,57.0,55.2,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.2,44.4,StreetSpring Survivability Dataset 2026
san-diego,czech-restaurant,6,Good,24,74.3,80.4,58.4,80.8,79.0,59.7,57.9,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.6,41.6,StreetSpring Survivability Dataset 2026
tampa-bay,czech-restaurant,8,Good,24,74.2,80.8,57.0,81.3,79.5,58.4,56.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.2,43.0,StreetSpring Survivability Dataset 2026
los-angeles,czech-restaurant,7,Good,24,74.2,81.3,59.7,81.8,80.0,61.0,59.2,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.7,40.3,StreetSpring Survivability Dataset 2026
san-antonio,czech-restaurant,9,Good,24,73.8,81.8,60.6,82.2,80.4,62.0,60.1,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.2,39.4,StreetSpring Survivability Dataset 2026
orlando,czech-restaurant,11,Good,24,73.7,80.8,59.2,81.3,79.5,60.6,58.8,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.2,40.8,StreetSpring Survivability Dataset 2026
miami,czech-restaurant,10,Good,24,73.7,81.8,60.1,82.2,80.4,61.5,59.7,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.2,39.9,StreetSpring Survivability Dataset 2026
washington-dc,czech-restaurant,12,Good,24,73.6,80.4,64.7,80.8,79.0,66.0,64.2,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.6,35.3,StreetSpring Survivability Dataset 2026
phoenix,czech-restaurant,13,Good,24,73.5,80.0,63.8,80.4,78.6,65.1,63.3,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,20.0,36.2,StreetSpring Survivability Dataset 2026
detroit,czech-restaurant,14,Good,24,73.4,81.3,57.9,81.8,80.0,59.2,57.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.7,42.1,StreetSpring Survivability Dataset 2026
houston,czech-restaurant,16,Good,24,73.3,81.8,57.0,82.2,80.4,58.4,56.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.2,43.0,StreetSpring Survivability Dataset 2026
baltimore,czech-restaurant,15,Good,24,73.3,80.4,58.8,80.8,79.0,60.1,58.4,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.6,41.2,StreetSpring Survivability Dataset 2026
philadelphia,czech-restaurant,17,Good,24,73.0,81.3,59.2,81.8,80.0,60.6,58.8,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,18.7,40.8,StreetSpring Survivability Dataset 2026
st-louis,czech-restaurant,18,Good,24,72.6,82.7,57.9,83.1,81.3,59.2,57.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,17.3,42.1,StreetSpring Survivability Dataset 2026
atlanta,czech-restaurant,19,Good,24,72.2,79.5,57.9,80.0,78.2,59.2,57.5,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,20.5,42.1,StreetSpring Survivability Dataset 2026
charlotte,czech-restaurant,20,Average,24,71.9,80.8,58.8,81.3,79.5,60.1,58.4,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,19.2,41.2,StreetSpring Survivability Dataset 2026
portland,czech-restaurant,21,Average,24,71.6,80.0,58.4,80.4,78.6,59.7,57.9,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,20.0,41.6,StreetSpring Survivability Dataset 2026
seattle,czech-restaurant,22,Average,24,71.4,79.0,56.5,79.5,77.7,57.9,56.1,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,21.0,43.5,StreetSpring Survivability Dataset 2026
minneapolis,czech-restaurant,23,Average,24,70.4,79.5,56.5,80.0,78.2,57.9,56.1,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,20.5,43.5,StreetSpring Survivability Dataset 2026
denver,czech-restaurant,24,Average,24,68.7,78.2,57.5,78.6,76.8,58.8,57.0,2026,/resources/guides/national/city-survivability/czech-restaurant,/resources/guides/national/neighborhood-survivability/czech-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/czech-restaurant,21.8,42.5,StreetSpring Survivability Dataset 2026
chicago,portuguese-restaurant,1,Great,24,81.9,84.0,71.4,84.0,84.0,72.8,71.0,2026,/resources/guides/national/city-survivability/portuguese-restaurant,/resources/guides/national/neighborhood-survivability/portuguese-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/portuguese-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
